"","ID","ESCUELA","GRADO","Grupo","Anios","Total_meses","Sexo","Calificacion","ConteoT","Target","NumEntrenamientos","ConteoCorrecto11-14","Conteocorrecto_Target11-14","NumEntrenamientos2","ConteoCorrecto12-13","Conteocorrecto_Target12-13","Nivel _actividad","Sonrisa_Risa","Placer_alta_intensidad","Impulsividad","Aprox","Timidez","Miedo","Malestar","Tristeza","Frustracion","Autotranquilizacion","control_Inhibitorio","Placer_baja_intensidad","Sensibilidad perceptual","Atencion_foc","Shifting","conjunto_atencion","CE_condistractibilidad","AfectoNegativo","ExtraversionSurgency","CE_sindistractibilidad","Alerta","Orientacion","Conflicto","ANT_porcentajecorrecto","Perfiles","Perfiles_sindistac","CE_AltosBajos","AN_AltosBajos","Surgency_AltosBajos","CE_sindistrac_AltosBajos","CE_super_AltosBajos","AN_super_AltosBajos","Sugency_super_AltosBajos","CE_sindistrac_super_AltosBajos","Alerta_AltosBajos","Orientacion_AltosBajos","Conflicto_AltosBajos"
"176","176",1,2,5,NA,NA,0,7.2,12,1,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","177",1,2,5,7,89,0,8.1,12,0,3,1,0,2,1,0,3.75,4.4,3.7,3.16666666666667,4.25,3.5,5,3.5,4,3.625,6,5.18181818181818,5.63636363636364,5.25,4.85714285714286,4.25,4.63636363636364,5.03506493506494,4.425,3.79444444444444,5.23133116883117,70,-324,133.5,30.5555555555555,"3",3,1,1,0,1,1,NA,0,1,1,0,1
"178","178",1,2,5,NA,NA,1,9.2,12,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5,54.5,53.5,94.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"179","179",1,2,5,NA,NA,0,9,12,0,3,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","180",1,2,5,NA,NA,0,8.4,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","181",1,2,5,7,94,0,8.9,13,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","182",1,2,5,NA,NA,0,9.3,12,0,3,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","183",1,2,5,NA,NA,0,6.9,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","184",1,2,6,7,84,1,8.3,18,1,3,0,0,1,0,0,4.53846153846154,4.61538461538461,4.92307692307692,4.46153846153846,5.53846153846154,4.61538461538461,5.18181818181818,4.54545454545455,4.66666666666667,5,4.61538461538461,3,4.58333333333333,4.75,3.44444444444444,4,3.64285714285714,3.95555555555556,4.8018648018648,4.78205128205128,3.94444444444444,115,1.5,93,92.3611111111111,"1",1,0,1,1,0,0,1,NA,0,1,0,0
"185","185",1,2,6,7,89,1,8.4,12,0,3,1,0,1,1,0,5,6,5.84615384615385,5.38461538461539,5.30769230769231,2.69230769230769,3.54545454545455,4.08333333333333,3.25,4.15384615384615,5.15384615384615,4.38461538461539,4.66666666666667,3.72727272727273,2.44444444444444,4,3,3.84459984459984,4.03729603729604,5.03846153846154,3.80574980574981,-14,73,242.5,89.5833333333333,"0",0,0,0,1,0,0,0,1,0,0,1,1
"186","186",1,2,6,8,97,1,9.5,12,0,3,1,0,1,1,0,4.23076923076923,3.92307692307692,4.53846153846154,3.38461538461538,4,4.92307692307692,6,4.41666666666667,4,4.07692307692308,5.69230769230769,4.92307692307692,4.61538461538461,5.41666666666667,5.22222222222222,4.8,5.07142857142857,4.99547008547009,4.83717948717949,4.16666666666667,5.04433760683761,-35.5,-57.5,141,93.75,"3",3,1,1,0,1,1,1,0,1,0,0,1
"187","187",1,2,6,7,92,0,9.2,12,1,3,1,1,2,1,1,4.84615384615385,4.30769230769231,4,4,5.25,4.30769230769231,4,4.91666666666667,4,4.84615384615385,4.58333333333333,4.53846153846154,4.75,4.66666666666667,3.33333333333333,2.6,3.07142857142857,3.97769230769231,4.46923076923077,4.45192307692308,4.32211538461538,NA,NA,NA,NA,"1",1,0,1,0,0,0,NA,NA,0,NA,NA,NA
"188","188",1,2,6,NA,NA,1,7.7,18,1,3,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","189",1,2,6,NA,NA,1,9.6,12,0,3,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","190",1,2,6,8,96,1,9.2,12,1,3,1,1,1,1,1,4.69230769230769,5,6,5.16666666666667,5.69230769230769,3.83333333333333,3.91666666666667,3.54545454545455,3.83333333333333,4.66666666666667,4.76923076923077,4.75,4.91666666666667,5.09090909090909,5.25,4.75,5.08333333333333,4.95151515151515,4.1462703962704,5.06410256410256,5.00189393939394,NA,NA,NA,NA,"2",2,1,0,1,1,NA,NA,1,NA,NA,NA,NA
"191","191",1,2,6,NA,NA,0,9.4,15,0,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","192",1,2,6,7,91,0,8.5,12,0,3,1,0,2,1,0,4.18181818181818,4.15384615384615,4.75,4.09090909090909,4.46153846153846,3.4,4,3.90909090909091,4.375,4,4.41666666666667,4.18181818181818,4.46153846153846,9.41666666666667,4.22222222222222,3.2,3.85714285714286,5.09644910644911,4.14015151515152,4.17301864801865,5.57056138306138,NA,NA,NA,NA,"2",2,1,0,0,1,1,NA,0,1,NA,NA,NA
"193","193",1,2,6,7,87,0,9.1,NA,NA,3,NA,NA,NA,NA,NA,3.61538461538462,4.76923076923077,3,3.61538461538462,6.61538461538461,5.61538461538461,6.91666666666667,4.75,6.08333333333333,5.30769230769231,4,4.53846153846154,4.76923076923077,5.25,4.88888888888889,4.2,4.64285714285714,4.72931623931624,5.41153846153846,4.53846153846154,4.8616452991453,NA,NA,NA,NA,"3",3,1,1,0,1,NA,1,NA,NA,NA,NA,NA
"194","194",1,2,6,NA,NA,0,8.9,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","195",1,2,6,7,84,0,8.5,11,0,3,1,0,2,0,0,4.84615384615385,5.15384615384615,4.53846153846154,3.92307692307692,5.69230769230769,4.61538461538461,5.08333333333333,5.16666666666667,5.16666666666667,4.76923076923077,3.84615384615385,3.15384615384615,5.46153846153846,5.5,3.55555555555556,2.6,3.21428571428571,4.05418803418803,4.80641025641026,4.79487179487179,4.41773504273504,-55,47,42,37.5,"1",1,0,1,1,0,0,1,1,0,0,1,0
"196","196",1,2,6,NA,NA,0,8.9,14,0,3,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","197",1,2,6,NA,NA,0,8.7,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,3,167.5,95.1388888888888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"198","198",1,2,6,NA,NA,1,6.4,13,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","199",1,2,6,8,97,1,9,11,1,3,1,1,1,0,0,4.84615384615385,5.76923076923077,4.84615384615385,5.61538461538461,6.38461538461539,3.76923076923077,5.33333333333333,3.66666666666667,3.75,5.23076923076923,5.84615384615385,4.69230769230769,5.33333333333333,6.08333333333333,4.77777777777778,4.6,4.71428571428571,5.09735042735043,4.76538461538462,5.20512820512821,5.22168803418803,29,-8.5,116.5,90.9722222222222,"3",3,1,1,1,1,1,1,1,1,0,0,1
"200","200",1,2,6,NA,NA,1,8.4,12,1,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","201",1,2,6,NA,NA,1,8.5,12,0,3,1,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","202",1,2,6,8,96,1,9.4,12,1,3,1,1,1,1,1,4,5,4.84615384615385,3.84615384615385,4.61538461538461,3.92307692307692,3.41666666666667,3.5,3.58333333333333,3.38461538461538,4.61538461538461,4.69230769230769,5.38461538461539,4.08333333333333,5.22222222222222,4.4,4.92857142857143,4.75649572649573,3.7,4.37179487179487,4.84561965811966,-51.5,104.5,-100,93.0555555555555,"2",2,1,0,0,1,NA,0,0,NA,0,1,0
"203","203",1,2,6,8,96,0,9.3,12,0,3,1,0,1,1,0,4.92307692307692,5.5,4.36363636363636,4,5.46153846153846,3.61538461538462,5.18181818181818,3.91666666666667,4.58333333333333,4.53846153846154,4.07692307692308,4.07692307692308,4.69230769230769,5.58333333333333,4.33333333333333,4.4,4.35714285714286,4.61717948717949,4.45944055944056,4.64393939393939,4.67147435897436,50.5,2,-22.5,90.9722222222222,"1",1,0,1,1,0,NA,NA,NA,NA,0,0,0
"204","204",1,2,6,NA,NA,1,7.4,13,1,3,1,1,2,1,1,4.76923076923077,4.76923076923077,3.46153846153846,5,5.46153846153846,1.61538461538462,3.5,3,3.83333333333333,3.38461538461538,5.76923076923077,4.53846153846154,3.92307692307692,5.91666666666667,2.77777777777778,5.4,3.71428571428571,4.51119658119658,3.8974358974359,4.17948717948718,4.28899572649573,162,149,180.5,45.8333333333333,"0",0,0,0,0,0,NA,0,0,0,1,1,1
"205","205",1,2,6,8,96,0,8.7,10,1,3,0,0,1,0,0,5.84615384615385,6.15384615384615,5.23076923076923,5.07692307692308,5.69230769230769,1.84615384615385,4,4.58333333333333,4.5,4.69230769230769,5.23076923076923,4.30769230769231,5.15384615384615,6.08333333333333,4,4.4,4.14285714285714,4.78897435897436,4.60128205128205,4.97435897435897,4.88621794871795,114,202.5,114,65.2777777777777,"3",3,1,1,1,1,NA,1,1,NA,1,1,1
"206","206",1,2,6,NA,NA,0,8.8,12,1,3,1,1,2,1,1,4.07692307692308,4.69230769230769,4.23076923076923,4.30769230769231,5.16666666666667,4.07692307692308,4.36363636363636,3.58333333333333,4.54545454545455,3.15384615384615,4.61538461538461,4.23076923076923,4.84615384615385,4,4.44444444444444,4.2,4.35714285714286,4.3442735042735,4.052331002331,4.42521367521368,4.38034188034188,89,110.5,72.5,90.2777777777777,"0",0,0,0,0,0,0,0,0,0,1,1,0
"207","207",1,2,6,7,95,1,9.3,12,0,3,1,0,1,1,0,5.07692307692308,4,5.30769230769231,4,5.15384615384615,4,4,4.41666666666667,4.08333333333333,4.84615384615385,4.07692307692308,4.41666666666667,4.61538461538461,4.91666666666667,3.77777777777778,3.8,3.78571428571429,4.30529914529915,4.28461538461538,4.58974358974359,4.43162393162393,127.5,81.5,42,83.3333333333333,"0",0,0,0,1,0,0,NA,NA,0,1,1,0
"208","208",1,2,6,8,96,0,9.5,12,0,3,1,0,1,1,0,4.30769230769231,4.38461538461539,3.61538461538462,3.92307692307692,5.07692307692308,3.76923076923077,5.41666666666667,4.91666666666667,4.33333333333333,3.92307692307692,4.23076923076923,4.3,4.69230769230769,5.41666666666667,5.33333333333333,5.2,5.28571428571429,4.98846153846154,4.56410256410256,4.17948717948718,4.93557692307692,130.5,-29,68,96.5277777777777,"3",3,1,1,0,1,1,1,0,NA,1,0,0
"209","209",1,2,6,NA,NA,1,9.3,12,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","210",1,2,6,NA,NA,1,7.8,12,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","211",1,2,6,7,87,0,8.8,12,1,3,1,1,1,1,1,5.92307692307692,6.15384615384615,6.15384615384615,5.69230769230769,6.15384615384615,1.92307692307692,3.41666666666667,2.83333333333333,4.41666666666667,4.53846153846154,4.91666666666667,5.38461538461539,4.92307692307692,5.33333333333333,2.88888888888889,4,3.28571428571429,4.50598290598291,4.02435897435897,5.33333333333333,4.63247863247863,-36.5,-30,-25,84.0277777777777,"0",0,0,0,1,0,NA,0,1,NA,0,0,0
"212","212",1,2,6,NA,NA,0,8.9,12,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","213",1,2,6,7,88,0,7.5,24,1,3,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","214",1,2,6,7,92,0,8.6,17,1,3,0,0,1,0,0,3.81818181818182,5,3.66666666666667,4.38461538461539,5.38461538461539,3.07692307692308,4.27272727272727,3.36363636363636,6.36363636363636,3.69230769230769,5.23076923076923,4.61538461538461,4.84615384615385,5.41666666666667,5,5.2,5.08333333333333,5.01564102564103,4.58461538461538,4.22183372183372,4.96955128205128,79,97.5,194,91.6666666666666,"3",3,1,1,0,1,1,1,0,NA,1,1,1
"215","215",1,2,6,NA,NA,1,8.6,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","216",1,2,6,7,94,0,9.4,12,0,3,1,0,2,1,0,4.92307692307692,4.61538461538461,4.38461538461539,3.46153846153846,5.46153846153846,4.69230769230769,3.58333333333333,5,4.58333333333333,5.15384615384615,4.38461538461539,4.23076923076923,4.92307692307692,5.5,3.88888888888889,3.8,3.85714285714286,4.46854700854701,4.54102564102564,4.58974358974359,4.63568376068376,39,32.5,39,95.8333333333333,"1",1,0,1,1,0,NA,1,NA,NA,0,0,0
"217","217",2,1,7,6,80,0,9.6,11,0,3,1,0,2,0,0,3.46153846153846,4.30769230769231,5.15384615384615,4.07692307692308,3.76923076923077,5.15384615384615,5.16666666666667,4.91666666666667,4.75,4.46153846153846,4,4.08333333333333,4.30769230769231,5.5,4.77777777777778,4,4.5,4.53376068376068,4.65897435897436,4.32051282051282,4.66720085470085,21,44,360,25,"1",1,0,1,0,0,NA,1,0,NA,0,1,1
"218","218",2,1,7,NA,NA,1,9.6,12,0,3,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","219",2,1,7,7,85,1,9,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","220",2,1,7,NA,NA,0,9.6,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","221",2,1,7,7,84,1,9.6,12,1,3,1,1,3,1,1,4.15384615384615,4.30769230769231,4.84615384615385,3.84615384615385,4.69230769230769,5.15384615384615,4.41666666666667,4.25,5.25,4.76923076923077,3.84615384615385,6,4.23076923076923,5.25,4.55555555555556,5.4,4.85714285714286,5.08726495726496,4.50641025641026,4.5,5.0090811965812,-200.5,108,27,64.5833333333333,"3",3,1,1,0,1,1,NA,NA,NA,0,1,0
"222","222",2,1,7,6,72,1,9.3,12,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","223",2,1,7,NA,NA,0,9.3,NA,NA,3,NA,NA,NA,NA,NA,5.46153846153846,5.46153846153846,4.46153846153846,4.41666666666667,4.76923076923077,5.53846153846154,4.75,5.91666666666667,5.09090909090909,4.61538461538461,5.23076923076923,5.53846153846154,4.92307692307692,5,5.33333333333333,5.8,5.5,5.31897435897436,5.12074592074592,5.01816239316239,5.19871794871795,151,102.5,158.5,85.4166666666666,"3",3,1,1,1,1,1,1,1,1,1,1,1
"224","224",2,1,7,NA,NA,0,9.3,12,0,3,1,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","225",2,1,7,NA,NA,1,9,12,1,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","226",2,1,7,6,75,1,9,NA,NA,3,NA,NA,NA,NA,NA,4.84615384615385,4.08333333333333,5.07692307692308,4.30769230769231,4.30769230769231,4.84615384615385,4.66666666666667,5.16666666666667,4.5,4.30769230769231,4.53846153846154,4.76923076923077,4,5.90909090909091,5.33333333333333,4.6,5.07142857142857,4.922331002331,4.63589743589744,4.57799145299145,5.00291375291375,93,-53,-592.5,54.8611111111111,"3",3,1,1,1,1,NA,1,NA,NA,1,0,0
"227","227",2,1,7,6,75,1,9,10,0,3,0,0,2,0,0,4,4.36363636363636,4.41666666666667,4.08333333333333,4.33333333333333,4.5,4.36363636363636,4.63636363636364,4.44444444444444,3.83333333333333,3.55555555555556,4.30769230769231,5.15384615384615,4.63636363636364,4.85714285714286,4.4,4.66666666666667,4.67100899100899,4.16666666666667,4.28282828282828,4.73876123876124,-12.5,149,-62.5,45.1388888888888,"0",0,0,0,0,0,NA,NA,0,NA,0,1,0
"228","228",2,1,7,NA,NA,0,8.6,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","229",2,1,7,6,81,0,9.3,12,1,3,1,1,2,1,1,4.61538461538461,4.53846153846154,5.69230769230769,4.53846153846154,4.15384615384615,4.76923076923077,4.33333333333333,4.91666666666667,5,4.46153846153846,4.53846153846154,4.30769230769231,4.61538461538461,5.66666666666667,4.77777777777778,6.2,5.28571428571429,5.11350427350427,4.65,4.71794871794872,4.84188034188034,-65.5,5,321,67.3611111111111,"3",3,1,1,1,1,1,1,NA,NA,0,0,1
"230","230",2,1,7,6,82,0,9.3,10,1,3,0,0,2,0,0,4.81818181818182,4,5.07692307692308,4.69230769230769,3.23076923076923,4.69230769230769,4.08333333333333,4.54545454545455,3.91666666666667,4.16666666666667,4.92307692307692,4.46153846153846,4.38461538461539,5.16666666666667,4.77777777777778,5,4.85714285714286,4.75811965811966,4.32703962703963,4.41841491841492,4.69764957264957,-99,-11,17,77.7777777777777,"3",1,1,1,0,0,NA,NA,0,NA,0,0,0
"231","231",2,1,7,7,84,1,9.3,13,1,3,1,1,1,1,1,4.75,4.08333333333333,5.15384615384615,4.07692307692308,4.08333333333333,4.84615384615385,5.16666666666667,4.5,4.83333333333333,4.75,4.30769230769231,5.61538461538461,4.61538461538461,5.18181818181818,4.66666666666667,5.2,4.85714285714286,5.05585081585082,4.71153846153846,4.49893162393162,5.01981351981352,47.5,-40.5,-30.5,88.8888888888888,"3",3,1,1,0,1,1,1,NA,NA,0,0,0
"232","232",2,1,7,6,75,0,8.3,12,0,3,1,0,1,1,0,3.38461538461538,4.15384615384615,6.08333333333333,3.84615384615385,5.15384615384615,3.83333333333333,5.5,3.90909090909091,4,3.69230769230769,4.5,4.23076923076923,4.07692307692308,4.36363636363636,4.25,6.4,5.07692307692308,4.66426573426573,4.32027972027972,4.40918803418803,4.23033216783217,-24.5,-106,318.5,72.9166666666666,"1",1,0,1,0,0,NA,NA,0,0,0,0,1
"233","233",2,1,7,NA,NA,1,9.6,13,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","234",2,1,7,NA,NA,1,9,12,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","235",2,1,7,7,84,1,9.3,12,1,3,1,1,1,1,1,4.69230769230769,4.30769230769231,5,4.76923076923077,4.75,4.53846153846154,4.91666666666667,5,6.18181818181818,3.23076923076923,4.53846153846154,4.30769230769231,3.91666666666667,5,5.375,5.2,5.30769230769231,4.75987179487179,4.77354312354312,4.67628205128205,4.64983974358974,2,51,104.5,97.2222222222222,"3",1,1,1,1,0,NA,1,NA,NA,0,1,1
"236","236",2,1,7,6,76,0,9.6,13,1,3,1,1,1,1,1,4.30769230769231,3.76923076923077,5.38461538461539,4.61538461538461,5.61538461538461,3.53846153846154,4.83333333333333,5.25,4.75,4.61538461538461,4.92307692307692,4.15384615384615,3.53846153846154,4.90909090909091,4.66666666666667,5,4.78571428571429,4.45361305361305,4.87435897435897,4.53846153846154,4.31701631701632,39,-4,92.5,84.0277777777777,"1",1,0,1,0,0,0,1,NA,0,0,0,0
"237","237",2,1,7,NA,NA,1,9.3,12,1,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","238",2,1,7,6,82,0,9,11,1,3,1,1,1,0,0,4.53846153846154,4.5,4.46153846153846,4.36363636363636,3.30769230769231,5,3.41666666666667,4.66666666666667,4.58333333333333,4.15384615384615,4.58333333333333,5.38461538461539,4.92307692307692,6.33333333333333,4.44444444444444,5.4,4.78571428571429,5.29709401709402,4.28076923076923,4.36188811188811,5.27136752136752,94.5,-0.5,68,84.0277777777777,"2",2,1,0,0,1,1,NA,0,1,1,0,0
"239","239",2,1,7,6,76,1,9.3,NA,NA,3,NA,NA,NA,NA,NA,4,4.69230769230769,5.30769230769231,5.30769230769231,3.76923076923077,3.23076923076923,4.25,4,3.91666666666667,2.84615384615385,4.16666666666667,5.07692307692308,4.69230769230769,4.27272727272727,5,4.6,4.85714285714286,4.72839160839161,3.83589743589744,4.38461538461538,4.76048951048951,138.5,80.5,18,86.8055555555555,"2",0,1,0,0,0,NA,0,0,NA,1,1,0
"240","240",2,1,7,6,81,1,9,12,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","241",2,1,7,NA,NA,0,8.3,14,1,3,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","242",2,1,7,7,84,1,9,13,0,3,1,0,2,1,0,4.76923076923077,5.15384615384615,5.30769230769231,4.91666666666667,5.09090909090909,5.5,4.25,4.09090909090909,5.25,4.53846153846154,4.90909090909091,4.61538461538461,4.23076923076923,6.25,5.22222222222222,5,5.14285714285714,5.06367521367521,4.60769230769231,5.1230574980575,5.07959401709402,43.5,75,123.5,75,"3",3,1,1,1,1,1,1,1,1,0,1,1
"243","243",2,1,7,6,81,0,9.3,14,0,3,1,0,2,0,0,3.61538461538462,3.46153846153846,5.46153846153846,4.46153846153846,4.30769230769231,5.53846153846154,4.75,4.25,4.25,4.07692307692308,5.84615384615385,4.69230769230769,4.46153846153846,5.75,4.44444444444444,5.6,4.85714285714286,4.98965811965812,4.63461538461539,4.47435897435897,4.83707264957265,-14,-97.5,-103.5,62.5,"3",3,1,1,0,1,1,1,NA,NA,0,0,0
"244","244",2,1,7,6,77,0,9,13,1,3,1,1,2,1,1,7,4.08333333333333,5.30769230769231,4.38461538461539,4.23076923076923,4.61538461538461,3.83333333333333,3.33333333333333,4.58333333333333,4.84615384615385,4.23076923076923,3,3.81818181818182,4.58333333333333,4.33333333333333,5.6,4.78571428571429,4.2669696969697,4.16538461538462,4.93696581196581,3.93371212121212,224.5,124,101.5,72.9166666666666,"0",0,0,0,1,0,0,NA,1,0,1,1,1
