ID,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,ConteoCorrecto12-13,Conteocorrecto_Target12-13,nivelactividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,Alerta,Orientacion,Conflicto,Errores_totales,ANT_porcentaje_errores_total,ANT_errores_omision,ANT_porcentaje_errores_omision,ANT_errores_comision,ANT_porcentaje_errores_comision,ANT_errores_porcentaje_50,ANT_errores_omisión_50,ANT_errores_comision_50,ANT_porcentaje_errores_omision_50,ANT_porcentaje_errores_comision_50,ANT_porcentajecorrecto,ANT_porcentaje_correctas_50,ANT_filtrado_50,Alerta_50,Orientacion_50,Conflicto_50,Central_Cue_rt,Spatial_Cue_rt,Perfiles,Perfiles_sindistac,CE_AltosBajos,AN_AltosBajos,Surgency_AltosBajos,CE_sindistrac_AltosBajos,CE_super_AltosBajos,AN_super_AltosBajos,Sugency_super_AltosBajos,CE_sindistrac_super_AltosBajos,Alerta_AltosBajos,Orientacion_AltosBajos,Conflicto_AltosBajos
51,0,1,1,2,,,1,7.1,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,187,126.5,109.5,39,25,14,9.52380952380952,25,17.0068027210884,25,14,25,9.52380952380952,17.0068027210884,75,75,1,187,126.5,109.5,984.92,869.428571428571,,,,,,,,,,,1,1,1
52,0,1,1,2,7,85,0,9.2,11,0,0,0,4.61538461538462,4.76923076923077,4.84615384615385,4.76923076923077,5.38461538461539,4.46153846153846,5.66666666666667,4.91666666666667,5,5.30769230769231,3.46153846153846,4.07692307692308,5.15384615384615,5.08333333333333,4.88888888888889,4.2,4.64285714285714,4.68059829059829,4.87051282051282,4.80769230769231,4.80074786324786,-27,36,24.5,37,23.6111111111112,3,2.04081632653061,34,23.1292517006803,23.6111111111112,3,34,2.04081632653061,23.1292517006803,76.3888888888888,76.3888888888888,1,-27,36,24.5,877.07,796.48275862069,1,1,0,1,1,0,,1,1,,0,0,0
53,0,1,1,2,6,75,1,8.1,12,1,1,1,4.53846153846154,3.76923076923077,5.41666666666667,4.07692307692308,4.61538461538462,4,4.5,5.08333333333333,4.5,4.76923076923077,3.84615384615385,3.46153846153846,4.46153846153846,4.66666666666667,3.55555555555556,3.6,3.57142857142857,3.94905982905983,4.53974358974359,4.40277777777778,4.03632478632479,-25,156.5,28,56,36.8055555555556,15,10.2040816326531,41,27.891156462585,36.8055555555556,15,41,10.2040816326531,27.891156462585,63.1944444444444,63.1944444444444,1,-25,156.5,28,828.35,735,1,1,0,1,0,0,0,1,0,0,0,1,0
54,0,1,1,2,6,78,1,8.3,,,,,5.5,5.27272727272727,5.5,5.81818181818182,5.45454545454545,2.41666666666667,4.90909090909091,3.4,3.72727272727273,4.90909090909091,4.8,3.54545454545455,3.90909090909091,5,2.75,4.8,3.53846153846154,4.00090909090909,4.34909090909091,4.99368686868687,3.80113636363636,26,57,61,36,22.9166666666667,5,3.40136054421769,31,21.0884353741497,22.9166666666667,5,31,3.40136054421769,21.0884353741497,77.0833333333333,77.0833333333333,1,26,57,61,1005.57,886.62962962963,1,1,0,1,1,0,0,,1,0,0,1,0
55,0,1,1,2,6,76,0,8.5,14,1,0,0,4.75,4.38461538461539,4.92307692307692,3.92307692307692,5.08333333333333,4.92307692307692,4.90909090909091,3.72727272727273,4.25,4.38461538461539,4.76923076923077,4.33333333333333,4.30769230769231,5.33333333333333,4.55555555555556,3,4,4.30598290598291,4.40804195804196,4.66452991452991,4.63247863247863,-161,2,100,72,47.9166666666667,30,20.4081632653061,42,28.5714285714286,47.9166666666667,30,42,20.4081632653061,28.5714285714286,52.0833333333333,52.0833333333333,1,-161,2,100,862.64,877.04,1,1,0,1,1,0,0,,,,0,0,1
56,0,1,1,2,,,1,9.2,11,1,0,0,3.66666666666667,4.16666666666667,4.38461538461539,4.76923076923077,5.30769230769231,3.07692307692308,4.18181818181818,3.36363636363636,4.72727272727273,4.15384615384615,5.23076923076923,5.15384615384615,5.76923076923077,5.83333333333333,4.66666666666667,3.8,4.35714285714286,5.04461538461539,4.33146853146853,4.22863247863248,5.35576923076923,-14.5,154.5,143,37,23.6111111111112,16,10.8843537414966,21,14.2857142857143,23.6111111111112,16,21,10.8843537414966,14.2857142857143,76.3888888888888,76.3888888888888,1,-14.5,154.5,143,1179.71,1061.93548387097,3,3,1,1,0,1,1,,0,1,0,1,1
57,0,1,1,2,6,78,1,8,,,,,5,5.38461538461539,4.38461538461539,4.61538461538462,5.84615384615385,4.30769230769231,5.66666666666667,4.83333333333333,4.16666666666667,4.66666666666667,4.38461538461539,4.53846153846154,5.30769230769231,5.08333333333333,3.66666666666667,3.4,3.57142857142857,4.39923076923077,4.74358974358974,4.92307692307692,4.64903846153846,272.5,99.5,-99.5,85,56.9444444444445,3,2.04081632653061,82,55.7823129251701,,,,,,43.0555555555555,,0,,,,756.29,677.777777777778,1,1,0,1,1,0,0,1,1,,1,1,0
58,0,1,1,2,6,79,0,9.6,12,1,1,1,4,4.84615384615385,4.92307692307692,3.84615384615385,4.53846153846154,3.38461538461538,3.91666666666667,4.08333333333333,4.58333333333333,4,5.15384615384615,5.30769230769231,5.61538461538462,4.91666666666667,4.55555555555556,3.8,4.28571428571429,4.83905982905983,4.3474358974359,4.25641025641026,5.09882478632479,65,-87.5,98.5,29,18.0555555555556,7,4.76190476190476,22,14.9659863945578,18.0555555555556,7,22,4.76190476190476,14.9659863945578,81.9444444444444,81.9444444444444,1,65,-87.5,98.5,937.58,1061.44117647059,3,3,1,1,0,1,,,0,1,1,0,1
59,0,1,1,2,7,86,0,9.7,13,1,1,1,4.66666666666667,4,5.33333333333333,4.45454545454545,6,4.08333333333333,4.5,4.54545454545455,4.90909090909091,4.69230769230769,4,4.84615384615385,4.83333333333333,6.2,4.66666666666667,4.4,4.57142857142857,4.98923076923077,4.52937062937063,4.75631313131313,5.13653846153846,24,29.5,154,48,31.25,20,13.6054421768707,28,19.047619047619,31.25,20,28,13.6054421768707,19.047619047619,68.75,68.75,1,24,29.5,154,885.08,866.25,3,3,1,1,1,1,1,,,1,0,0,1
60,0,1,1,2,6,79,0,9.1,12,1,1,1,4.2,4.69230769230769,3.84615384615385,3.61538461538462,5.38461538461539,4.38461538461539,4,3.91666666666667,4.5,4,4.15384615384615,4.69230769230769,5.07692307692308,4.27272727272727,4.22222222222222,3.6,4,4.37283605283605,4.11410256410256,4.35384615384616,4.56604506604507,23,-52.5,-3.5,60,39.5833333333334,3,2.04081632653061,57,38.7755102040816,39.5833333333334,3,57,2.04081632653061,38.7755102040816,60.4166666666666,60.4166666666666,1,23,-52.5,-3.5,797.58,804.625,0,0,0,0,0,0,0,0,0,,0,0,0
61,0,1,1,2,6,75,1,8.9,13,1,1,1,5.36363636363636,5.84615384615385,5.25,4.23076923076923,5,2.76923076923077,3.81818181818182,4.4,3.25,3.15384615384615,4.58333333333333,4.69230769230769,5.76923076923077,5.90909090909091,5,4,4.66666666666667,5.07412587412587,3.84107226107226,4.74329836829837,5.34265734265734,1,-17,208,27,16.6666666666667,4,2.72108843537415,23,15.6462585034014,16.6666666666667,4,23,2.72108843537415,15.6462585034014,83.3333333333333,83.3333333333333,1,1,-17,208,868.16,878.481481481482,2,2,1,0,1,1,1,0,,1,0,0,1
62.00,0,1,1,2,,,0,8.5,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.00,0,1,1,2,,,1,9,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,1,1,2,6,76,1,8.6,12,1,1,1,4.38461538461539,4.61538461538462,6.07692307692308,4.76923076923077,5.30769230769231,4.07692307692308,4.33333333333333,3.09090909090909,4.58333333333333,4.07692307692308,4.84615384615385,3.83333333333333,4.61538461538462,4.66666666666667,4.11111111111111,4.6,4.28571428571429,4.36529914529915,4.18613053613054,4.87179487179487,4.30662393162393,45,13,41.5,29,18.0555555555556,11,7.48299319727891,18,12.2448979591837,18.0555555555556,11,18,7.48299319727891,12.2448979591837,81.9444444444444,81.9444444444444,1,45,13,41.5,957.22,897.428571428572,0,0,0,0,1,0,0,,1,0,0,0,0
65.00,0,1,1,2,,,0,8.8,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,1,1,2,6,82,0,9.6,12,1,1,1,4.07692307692308,4.75,4.84615384615385,3.69230769230769,5.07692307692308,4.16666666666667,5.16666666666667,5.33333333333333,5,4.38461538461539,4.84615384615385,4.46153846153846,5.53846153846154,5.4,5.44444444444444,3.8,4.85714285714286,4.92888888888889,4.94615384615385,4.43482905982906,5.21111111111111,-61,49,58,21,12.5,2,1.36054421768707,19,12.9251700680272,12.5,2,19,1.36054421768707,12.9251700680272,87.5,87.5,1,-61,49,58,918.58,847.387096774194,3,3,1,1,0,1,,1,,1,0,1,0
67,0,1,1,2,,,1,7.3,16,0,0,0,6.07692307692308,5.53846153846154,5.75,4.45454545454545,6.30769230769231,1.76923076923077,5.18181818181818,3.5,4.54545454545455,4.76923076923077,4.16666666666667,2.58333333333333,4.16666666666667,5.3,2.88888888888889,2.8,2.85714285714286,3.54777777777778,4.43263403263403,4.98280885780886,3.73472222222222,-44.5,152,525.5,43,27.7777777777778,16,10.8843537414966,27,18.3673469387755,27.7777777777778,16,27,10.8843537414966,18.3673469387755,72.2222222222222,72.2222222222222,1,-44.5,152,525.5,981.19,927.769230769231,1,1,0,1,1,0,0,,1,0,0,1,1
68,0,1,1,2,7,85,0,9.7,12,0,1,0,5.58333333333333,5.23076923076923,6,4.46153846153846,5.15384615384615,3.83333333333333,3.41666666666667,3.25,3.58333333333333,4.23076923076923,5.15384615384615,4.76923076923077,5.58333333333333,4.08333333333333,4.66666666666667,3.2,4.14285714285714,4.46051282051282,3.92692307692308,5.04380341880342,4.77564102564103,80.5,38,-59,26,15.9722222222223,3,2.04081632653061,23,15.6462585034014,15.9722222222223,3,23,2.04081632653061,15.6462585034014,84.0277777777777,84.0277777777777,1,80.5,38,-59,1093.64,1006.63333333333,0,0,0,0,1,0,,0,1,,1,0,0
69,0,1,1,2,6,81,0,9.8,15,1,0,0,5.15384615384615,5.53846153846154,4.53846153846154,3.30769230769231,6.23076923076923,5.30769230769231,5.75,2.81818181818182,3.75,4.30769230769231,4.61538461538462,5.38461538461539,5.53846153846154,6.16666666666667,5.77777777777778,4.6,5.35714285714286,5.49350427350427,4.24825174825175,5.01282051282051,5.71688034188034,133.5,-28.5,225,65,43.0555555555556,22,14.9659863945578,43,29.2517006802721,43.0555555555556,22,43,14.9659863945578,29.2517006802721,56.9444444444444,56.9444444444444,1,133.5,-28.5,225,1065.17,1100.45,2,2,1,0,1,1,1,,1,1,1,0,1
70.00,0,1,1,2,,,1,8.2,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.00,0,1,1,2,,,0,9.4,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,1,1,2,6,79,1,10,10,0,0,0,4.07692307692308,5.15384615384615,3.69230769230769,4.53846153846154,5.07692307692308,1.69230769230769,4,4.63636363636364,3.27272727272727,3.41666666666667,5.30769230769231,5.41666666666667,5.69230769230769,5.27272727272727,5.55555555555556,4.2,5.07142857142857,5.22745143745144,4.12668997668998,4.03846153846154,5.4843142968143,108.5,-7.5,39.5,13,6.9444444444445,8,5.4421768707483,5,3.40136054421769,6.9444444444445,8,5,5.4421768707483,3.40136054421769,93.0555555555555,93.0555555555555,1,108.5,-7.5,39.5,1205.54,1177.90625,2,2,1,0,0,1,1,,0,1,1,0,0
73,0,1,1,2,6,78,1,7.5,11,1,0,0,4.76923076923077,5.38461538461539,5.92307692307692,4.53846153846154,5.23076923076923,2.76923076923077,4.08333333333333,5.16666666666667,4.5,5.30769230769231,4.23076923076923,3.84615384615385,5.53846153846154,4.83333333333333,4,3,3.64285714285714,4.24358974358974,4.65769230769231,4.76923076923077,4.55448717948718,21,78,442,20,11.8055555555556,7,4.76190476190476,13,8.84353741496599,11.8055555555556,7,13,4.76190476190476,8.84353741496599,88.1944444444444,88.1944444444444,1,21,78,442,1001.71,914.393939393939,1,1,0,1,1,0,0,1,,0,0,1,1
74.00,0,1,1,2,,,1,9.6,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.00,0,1,1,2,,,0,9.4,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,1,1,3,6,82,0,9.5,12,1,1,1,5.25,4.3,5.54545454545455,4.45454545454545,6,4.45454545454545,3.45454545454545,3.9,5.08333333333333,4.83333333333333,4.81818181818182,5,5.81818181818182,4.81818181818182,4.5,5,4.66666666666667,5.02727272727273,4.41787878787879,5.00075757575758,5.03409090909091,24,94,3,29,18.0555555555556,4,2.72108843537415,25,17.0068027210884,18.0555555555556,4,25,2.72108843537415,17.0068027210884,81.9444444444444,81.9444444444444,1,24,94,3,934.39,842.935483870968,3,3,1,1,1,1,1,,1,1,0,1,0
77,0,1,1,3,7,86,1,9.9,12,1,1,1,3.81818181818182,5.16666666666667,5.85714285714286,4.125,5.41666666666667,4,4,3.25,4.25,4.25,5.8,5.81818181818182,6.09090909090909,5,5.4,5.4,5.4,5.54181818181818,4.31,4.73060966810967,5.57727272727273,103,-44,133.5,8,3.4722222222223,0,0,8,5.4421768707483,3.4722222222223,0,8,0,5.4421768707483,96.5277777777777,96.5277777777777,1,103,-44,133.5,874.44,878.029411764706,3,3,1,1,1,1,1,,,1,1,0,1
78,0,1,1,3,6,80,0,8.2,10,1,0,0,4.53846153846154,4.84615384615385,5.38461538461539,4.69230769230769,5.30769230769231,4,4.16666666666667,3.91666666666667,4.16666666666667,4.30769230769231,5.15384615384615,5.23076923076923,4.66666666666667,4.83333333333333,4.11111111111111,3.4,3.85714285714286,4.44837606837607,4.34230769230769,4.7948717948718,4.71047008547009,39.5,20,-1,23,13.8888888888889,11,7.48299319727891,12,8.16326530612245,13.8888888888889,11,12,7.48299319727891,8.16326530612245,86.1111111111111,86.1111111111111,1,39.5,20,-1,997.59,949.275862068965,1,1,0,1,1,0,0,,1,,0,0,0
79.00,0,1,1,3,,,0,9.5,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,1,1,3,6,79,0,9.7,12,1,1,1,3.61538461538462,4.83333333333333,3.92307692307692,3.61538461538462,5,4.23076923076923,4.09090909090909,4.41666666666667,4,4.07692307692308,5.15384615384615,5.16666666666667,5.66666666666667,4.45454545454545,4.55555555555556,5,4.71428571428571,4.96868686868687,4.347668997669,4.20299145299145,4.96085858585859,89,30.5,157,10,4.8611111111112,5,3.40136054421769,5,3.40136054421769,4.8611111111112,5,5,3.40136054421769,3.40136054421769,95.1388888888888,95.1388888888888,1,89,30.5,157,972.03,938.558823529412,3,3,1,1,0,1,1,,0,,1,0,1
81.00,0,1,1,3,6,72,0,8.8,,,,,4,4.69230769230769,4.38461538461539,4.92307692307692,5,4,3.5,4.5,3.75,5,4,3.23076923076923,4.61538461538462,3.58333333333333,2.77777777777778,5.4,3.71428571428571,3.92145299145299,4.15,4.5,3.55181623931624,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,,,
82,0,1,1,3,6,77,0,8.9,12,0,1,0,3.76923076923077,4.69230769230769,4.61538461538462,3.84615384615385,5.30769230769231,5.69230769230769,4,4.16666666666667,4.41666666666667,4.15384615384615,4.23076923076923,4.46153846153846,6.07692307692308,5,4.88888888888889,4.6,4.78571428571429,5.00547008547009,4.19358974358974,4.65384615384615,5.10683760683761,75.5,15,44.5,48,31.25,24,16.3265306122449,24,16.3265306122449,31.25,24,24,16.3265306122449,16.3265306122449,68.75,68.75,1,75.5,15,44.5,1004.91,1000.59259259259,2,2,1,0,1,1,1,,,1,1,0,0
83.00,0,1,1,3,,,1,7.4,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,1,1,3,6,74,0,8.2,14,1,0,0,3.76923076923077,4.15384615384615,4.81818181818182,4.30769230769231,4.38461538461539,3.38461538461538,3.90909090909091,4.08333333333333,4.25,3.69230769230769,4.46153846153846,4.25,4.38461538461539,3.91666666666667,4.125,3.6,3.92307692307692,4.05525641025641,4.07925407925408,4.13636363636364,4.16907051282051,-6.5,41,166.5,17,9.7222222222223,4,2.72108843537415,13,8.84353741496599,9.7222222222223,4,13,2.72108843537415,8.84353741496599,90.2777777777777,90.2777777777777,1,-6.5,41,166.5,854.91,854.114285714286,0,0,0,0,0,0,0,0,0,0,0,,1
85,0,1,1,3,7,84,0,9,13,1,1,1,4,4.11111111111111,5.08333333333333,4.45454545454545,2.78947368421053,3.76923076923077,3.44444444444444,4.1,4.25,4.3,4.36363636363636,4,4.63636363636364,4.18181818181818,4.6,4.33333333333333,4.5,4.35030303030303,4.09161616161616,4.0346157254052,4.35454545454545,88,72,30,15,8.3333333333334,5,3.40136054421769,10,6.80272108843537,8.3333333333334,5,10,3.40136054421769,6.80272108843537,91.6666666666666,91.6666666666666,1,88,72,30,932.61,838.117647058824,0,0,0,0,0,0,0,0,0,0,1,1,0
86,0,1,1,3,6,72,0,9.6,11,1,0,0,5.15384615384615,5.15384615384615,5.15384615384615,4.66666666666667,5.07692307692308,3.92307692307692,4.41666666666667,5.5,4.75,6.23076923076923,3.23076923076923,4.38461538461539,5.75,5.08333333333333,4.66666666666667,3.2,4.14285714285714,4.61692307692308,4.82564102564103,4.85470085470086,4.97115384615385,-43.5,43,283,65,43.0555555555556,1,0.680272108843537,64,43.5374149659864,43.0555555555556,1,64,0.680272108843537,43.5374149659864,56.9444444444444,56.9444444444444,1,-43.5,43,283,794.23,778.555555555556,1,3,0,1,1,1,,1,1,,0,1,1
87,0,1,1,3,7,86,1,9.3,10,1,0,0,4.07692307692308,4.92307692307692,4,3.84615384615385,5.30769230769231,3.30769230769231,5.58333333333333,4,4.25,5.07692307692308,4.38461538461539,4.15384615384615,5.30769230769231,5.25,4.44444444444444,3.8,4.21428571428571,4.59119658119658,4.65897435897436,4.24358974358974,4.78899572649573,40,107,81,41,26.3888888888889,7,4.76190476190476,34,23.1292517006803,26.3888888888889,7,34,4.76190476190476,23.1292517006803,73.6111111111111,73.6111111111111,1,40,107,81,876.37,789.96,1,1,0,1,0,0,,1,0,,0,1,0
88,0,1,1,3,7,84,1,8.5,12,1,1,1,4.84615384615385,5,3.58333333333333,4.76923076923077,5.53846153846154,4.92307692307692,6.08333333333333,5.41666666666667,4.75,5.23076923076923,4.58333333333333,3.66666666666667,4.16666666666667,4.75,3.22222222222222,4.6,3.71428571428571,4.08111111111111,5.21282051282051,4.7767094017094,3.95138888888889,35,40.5,132.5,21,12.5,0,0,21,14.2857142857143,12.5,0,21,0,14.2857142857143,87.5,87.5,1,35,40.5,132.5,621.71,596.625,1,1,0,1,1,0,0,1,,0,0,0,1
89.00,0,1,1,3,6,80,1,7.9,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,1,1,3,6,75,0,9,12,1,1,1,3.92307692307692,5.61538461538462,5,4.07692307692308,6.30769230769231,2,3.27272727272727,3.5,3.66666666666667,3.30769230769231,5.66666666666667,5.81818181818182,6.07692307692308,5.5,4.33333333333333,3.6,4.07142857142857,5.06568764568765,3.88275058275058,4.48717948717949,5.43210955710956,7.5,111.5,68.5,15,8.3333333333334,7,4.76190476190476,8,5.4421768707483,8.3333333333334,7,8,4.76190476190476,5.4421768707483,91.6666666666666,91.6666666666666,1,7.5,111.5,68.5,1063.26,912.59375,2,2,1,0,0,1,1,0,,1,0,1,0
91,0,1,1,3,6,83,0,9.8,11,0,0,0,4.91666666666667,4.69230769230769,3.91666666666667,4.33333333333333,5.16666666666667,3.08333333333333,5.45454545454545,3.41666666666667,4.09090909090909,3.25,4.83333333333333,5.08333333333333,6.09090909090909,5.3,5.25,5,5.16666666666667,5.34484848484849,4.20909090909091,4.35149572649573,5.43106060606061,-131.5,-35,186.5,71,47.2222222222223,9,6.12244897959184,62,42.1768707482993,47.2222222222223,9,62,6.12244897959184,42.1768707482993,52.7777777777777,52.7777777777777,1,-131.5,-35,186.5,909.88,886.545454545455,2,2,1,0,0,1,1,,0,1,0,0,1
92.00,0,1,1,3,,,0,8.2,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,1,1,3,6,75,0,9.1,12,0,1,0,4.15384615384615,4.76923076923077,4.15384615384615,3.23076923076923,4.46153846153846,4.76923076923077,4,3.66666666666667,4.33333333333333,3.15384615384615,5.07692307692308,4.76923076923077,4.76923076923077,4.33333333333333,5.55555555555556,5.2,5.42857142857143,4.92547008547009,4.04615384615385,4.25641025641026,4.85683760683761,104,-18.5,23.5,24,14.5833333333334,6,4.08163265306122,18,12.2448979591837,14.5833333333334,6,18,4.08163265306122,12.2448979591837,85.4166666666666,85.4166666666666,1,104,-18.5,23.5,933.43,939,2,2,1,0,0,1,,0,0,,1,0,0
94,0,1,1,3,7,84,1,9,11,1,0,0,4.76923076923077,5.69230769230769,5.53846153846154,4.69230769230769,5,2.61538461538462,4.63636363636364,3.58333333333333,4.08333333333333,4.84615384615385,4.69230769230769,3.58333333333333,5.15384615384615,4.81818181818182,3.44444444444444,5.2,4.07142857142857,4.43996114996115,4.36829836829837,4.71794871794872,4.24995143745144,5,13,176,21,12.5,10,6.80272108843537,11,7.48299319727891,12.5,10,11,6.80272108843537,7.48299319727891,87.5,87.5,1,5,13,176,988.91,1001.9375,1,1,0,1,1,0,0,,,0,0,0,1
95.00,0,1,1,3,6,83,0,9.6,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.00,0,1,1,3,6,83,0,9.9,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.00,0,1,1,3,,,0,8,12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.00,0,1,1,3,6,81,1,9.8,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.00,0,1,1,3,,,0,7,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.00,0,1,1,3,,,1,9,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,1,1,3,6,77,1,9.5,6,1,0,0,4.16666666666667,4.76923076923077,3.84615384615385,4.69230769230769,4.76923076923077,4.46153846153846,4.5,4.41666666666667,3.91666666666667,3,5.23076923076923,4.92307692307692,5.23076923076923,4.41666666666667,4.88888888888889,3.8,4.5,4.65188034188034,4.21282051282051,4.4508547008547,4.86485042735043,73.5,6.5,70.5,47,30.5555555555556,3,2.04081632653061,44,29.9319727891156,30.5555555555556,3,44,2.04081632653061,29.9319727891156,69.4444444444444,69.4444444444444,1,73.5,6.5,70.5,793.77,838.391304347826,0,2,0,0,0,1,,,,,1,0,0
102,0,1,1,3,7,85,0,9.2,12,0,1,0,4.38461538461539,5.69230769230769,5.15384615384615,4.38461538461539,4.92307692307692,4.15384615384615,4.41666666666667,3.91666666666667,4.25,5.46153846153846,4.15384615384615,4.53846153846154,5.53846153846154,5,4,3.2,3.71428571428571,4.45538461538462,4.43974358974359,4.78205128205128,4.76923076923077,42,81.5,-41,33,20.8333333333334,6,4.08163265306122,27,18.3673469387755,20.8333333333334,6,27,4.08163265306122,18.3673469387755,79.1666666666666,79.1666666666666,1,42,81.5,-41,947.37,886.033333333333,1,1,0,1,1,0,,,,,0,1,0
103.00,0,1,1,3,6,80,1,7.8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,1,1,3,6,75,0,8.4,12,1,1,1,5.33333333333333,4.84615384615385,5.15384615384615,3,5.76923076923077,6.23076923076923,3,2.66666666666667,4.16666666666667,3.92307692307692,5.61538461538462,4.76923076923077,4.84615384615385,5.5,1,4.6,2.28571428571429,4.14307692307692,3.87435897435897,5.05555555555556,4.02884615384615,21.5,42.5,21.5,30,18.75,15,10.2040816326531,15,10.2040816326531,18.75,15,15,10.2040816326531,10.2040816326531,81.25,81.25,1,21.5,42.5,21.5,1015.50,986.838709677419,0,0,0,0,1,0,0,0,1,0,0,1,0
105.00,0,1,1,3,,,0,8.6,13,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,1,1,3,6,82,1,9.1,8,1,0,0,3.92307692307692,4.46153846153846,5.07692307692308,3.23076923076923,5.23076923076923,3.53846153846154,4.5,4.5,4.25,3.38461538461538,4.69230769230769,4.76923076923077,5.15384615384615,4.5,4.44444444444444,4.5,4.46153846153846,4.67350427350427,4.26538461538462,4.24358974358974,4.71688034188034,105,113,167,28,17.3611111111112,16,10.8843537414966,12,8.16326530612245,17.3611111111112,16,12,10.8843537414966,8.16326530612245,82.6388888888888,82.6388888888888,1,105,113,167,1041.77,988.5,0,0,0,0,0,0,,,0,,1,1,1
107.00,0,1,1,3,6,72,0,8.2,12,1,1,1,4.69230769230769,3.92307692307692,5.07692307692308,4.15384615384615,4.61538461538462,4.15384615384615,3.75,4.25,4.16666666666667,4.84615384615385,4.38461538461539,5,4,4.72727272727273,3.77777777777778,4.2,3.92857142857143,4.3410101010101,4.27948717948718,4.43589743589744,4.37626262626263,99,3,167.5,,17.3611111111112,,,,,17.3611111111112,0,0,0,0,82.6388888888888,82.6388888888888,1,99,3,167.5,,,0,0,0,0,0,0,0,,,0,1,0,1
108.00,0,1,1,3,,,1,8.5,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,1,1,3,6,83,0,9.3,12,1,1,1,5.23076923076923,5.15384615384615,5.84615384615385,4.92307692307692,4.15384615384615,1.76923076923077,3.25,2.41666666666667,2.41666666666667,2.92307692307692,5.15384615384615,4.30769230769231,5.76923076923077,4.83333333333333,4.22222222222222,4.2,4.21428571428571,4.66649572649573,3.23205128205128,4.51282051282051,4.78311965811966,-84.5,1,59.5,69,45.8333333333334,27,18.3673469387755,42,28.5714285714286,45.8333333333334,27,42,18.3673469387755,28.5714285714286,54.1666666666666,54.1666666666666,1,-84.5,1,59.5,990.00,983.411764705882,0,0,0,0,0,0,,0,,,0,0,0
110,0,1,1,3,,,1,8.1,11,1,0,0,,,,,,,,,,,,,,,,,,,,,,100.5,-229.5,148.5,33,45.8333333333334,19,12.9251700680272,14,9.52380952380952,45.8333333333334,19,14,12.9251700680272,9.52380952380952,54.1666666666666,54.1666666666666,1,100.5,-229.5,148.5,1009.37,1163.44827586207,,,,,,,,,,,1,0,1
