ID,ANT_Temp,Tipo_escuela,ESCUELA,GRADO,Grupo,Anios,Total_meses,Sexo,Calificacion,ConteoT,Target,ConteoCorrecto12-13,Conteocorrecto_Target12-13,Nivel _actividad,Sonrisa_Risa,Placer_alta_intensidad,Impulsividad,Aprox,Timidez,Miedo,Malestar,Tristeza,Frustracion,Autotranquilizacion,control_Inhibitorio,Placer_baja_intensidad,Sensibilidad perceptual,Atencion_foc,Shifting,conjunto_atencion,CE_condistractibilidad,AfectoNegativo,ExtraversionSurgency,CE_sindistractibilidad,Alerta,Orientacion,Conflicto,Errores_totales,ANT_porcentaje_errores_total,ANT_errores_omision,ANT_porcentaje_errores_omision,ANT_errores_comision,ANT_porcentaje_errores_comision,ANT_errores_porcentaje_50,ANT_errores_omisión_50,ANT_errores_comision_50,ANT_porcentaje_errores_omision_50,ANT_porcentaje_errores_comision_50,ANT_porcentajecorrecto,ANT_porcentaje_correctas_50,ANT_filtrado_50,Alerta_50,Orientacion_50,Conflicto_50,Central_Cue_rt,Spatial_Cue_rt,Perfiles,Perfiles_sindistac,CE_AltosBajos,AN_AltosBajos,Surgency_AltosBajos,CE_sindistrac_AltosBajos,CE_super_AltosBajos,AN_super_AltosBajos,Sugency_super_AltosBajos,CE_sindistrac_super_AltosBajos,Alerta_AltosBajos,Orientacion_AltosBajos,Conflicto_AltosBajos
KW1001,,0,1,1,1,7,90,1,6.1,11,1,0,0,3.923076923,4.230769231,4.692307692,4.076923077,4.461538462,3.916666667,4.4,3.4,4.5,4.461538462,4.153846154,3.333333333,4,4.090909091,4.444444444,4.4,4.428571429,4.053737374,4.183076923,4.216880342,3.967171717,26.5,-30.5,29.5,38,24.30555556,12,8.163265306,26,17.68707483,24.30555556,12,26,8.163265306,17.68707483,75.69444444,75.69444444,1,26.5,-30.5,29.5,756.5517241,838.2916667,0,0,0,0,0,0,0,,0,0,0,0,0
KW1003,,0,1,1,1,6,79,0,9.3,10,1,0,0,4.076923077,4.230769231,4.461538462,4.769230769,5.384615385,4.076923077,5,4.666666667,5,4.692307692,4.769230769,4,4.461538462,5,4.333333333,4.2,4.285714286,4.398974359,4.825641026,4.5,4.448717949,-289,39,39,122,82.63888889,17,11.56462585,105,71.42857143,,,,,,17.36111111,,0,,,,919,1005.777778,1,1,0,1,0,0,0,1,,0,0,0,0
KW1005,,0,1,1,1,6,79,0,9.3,13,1,1,1,5.461538462,5.846153846,5.692307692,5.230769231,6.153846154,2.538461538,4.166666667,3.666666667,4,4.692307692,4.846153846,3.769230769,5.307692308,5,4,4.2,4.071428571,4.455384615,4.274358974,5.153846154,4.519230769,102,-49.5,-11,33,20.83333333,6,4.081632653,27,18.36734694,20.83333333,6,27,4.081632653,18.36734694,79.16666667,79.16666667,1,102,-49.5,-11,821.3103448,743.5,0,0,0,0,1,0,,,1,0,1,0,0
KW1006,,0,1,1,1,6,75,1,6.7,12,0,1,0,4.583333333,4.181818182,5,4.090909091,5.083333333,3.666666667,2.888888889,4.111111111,4.454545455,4.6,3.538461538,4.416666667,4.8,4,3.222222222,4.4,3.642857143,4.167777778,3.918601399,4.434343434,4.109722222,186,29,97,26,15.97222222,19,12.92517007,7,4.761904762,15.97222222,19,7,12.92517007,4.761904762,84.02777778,84.02777778,1,186,29,97,1011.16129,1015.636364,0,0,0,0,0,0,0,0,,0,1,0,1
KW1008,,0,1,1,1,6,77,1,6.6,8,1,0,0,5.153846154,4.692307692,4.769230769,4.846153846,5,3.384615385,4.583333333,4.583333333,4.666666667,4.461538462,4.461538462,4.307692308,5.230769231,4.5,4,3.4,3.785714286,4.287692308,4.551282051,4.641025641,4.509615385,67,52.5,19,46,29.86111111,31,21.08843537,15,10.20408163,29.86111111,31,15,21.08843537,10.20408163,70.13888889,70.13888889,1,67,52.5,19,1163.826087,1077,1,1,0,1,1,0,0,1,,0,1,1,0
KW1011,,0,1,1,1,6,77,1,8.4,12,1,1,1,4.076923077,6,3.307692308,3.923076923,5.461538462,3.538461538,3.583333333,3.166666667,4,4.076923077,5.153846154,5.615384615,5.692307692,5.5,4.777777778,4,4.5,5.117094017,3.996153846,4.384615385,5.396367521,123,154,155,28,17.36111111,3,2.040816327,25,17.00680272,17.36111111,3,25,2.040816327,17.00680272,82.63888889,82.63888889,1,123,154,155,1043.689655,893.3,2,2,1,0,0,1,1,0,0,1,1,1,1
KW1012,,0,1,1,1,6,82,0,9.7,12,1,1,1,4.923076923,6.153846154,5.538461538,4.615384615,6,3.666666667,3.916666667,3.75,4.5,4.153846154,5.153846154,4.538461538,5.923076923,5.75,4.111111111,3.4,3.857142857,4.744529915,4.294871795,5.14957265,5.080662393,83.5,172,36.5,10,4.861111111,5,3.401360544,5,3.401360544,4.861111111,5,5,3.401360544,3.401360544,95.13888889,95.13888889,1,83.5,172,36.5,1069.085714,924.8857143,2,2,1,0,1,1,,,1,1,1,1,0
KW1013,,0,1,1,1,6,79,0,9.7,7,0,0,0,4.692307692,4.923076923,5.461538462,4.615384615,5.153846154,3.384615385,4.25,4.666666667,4.666666667,4.230769231,4.384615385,3.923076923,5.153846154,4.916666667,3.888888889,4,3.928571429,4.376495726,4.43974359,4.705128205,4.470619658,97,70,62,15,8.333333333,9,6.12244898,6,4.081632653,8.333333333,9,6,6.12244898,4.081632653,91.66666667,91.66666667,1,97,70,62,925.2727273,838.8484848,1,1,0,1,1,0,0,,,0,1,1,0
KW1014,,0,1,1,1,6,80,1,7.8,11,1,0,0,4.153846154,4.083333333,4.615384615,4.538461538,4.769230769,3.615384615,3.666666667,4,4.916666667,4.076923077,4.153846154,4.153846154,4.692307692,4.083333333,4.333333333,4,4.214285714,4.252564103,4.162820513,4.295940171,4.315705128,130.5,113,402.5,66,43.75,45,30.6122449,21,14.28571429,43.75,45,21,30.6122449,14.28571429,56.25,56.25,1,130.5,113,402.5,1000.444444,918.25,0,0,0,0,0,0,0,,0,0,1,1,1
KW1016,,0,1,1,1,6,76,0,6.6,14,1,0,0,5.5,5.692307692,4.692307692,4.090909091,5.384615385,3.461538462,4.4,3.5,3.909090909,2.909090909,4.666666667,4.25,5.769230769,5.636363636,3.666666667,4,3.769230769,4.664452214,3.876969697,4.803613054,4.830565268,616,68,399,113,76.38888889,17,11.56462585,96,65.30612245,,,,,,23.61111111,,0,,,,883.1111111,770.6666667,0,2,0,0,1,1,,0,1,,1,1,1
KW1018,,0,1,1,1,6,75,1,8.7,12,1,1,1,5.846153846,5.076923077,4.615384615,5.307692308,6.076923077,2.153846154,4.454545455,4.916666667,3.833333333,3.153846154,5.384615385,4.615384615,5,5.083333333,3.777777778,3.2,3.571428571,4.335299145,4.348601399,4.846153846,4.619123932,46,36.5,130.5,28,17.36111111,4,2.721088435,24,16.32653061,17.36111111,4,24,2.721088435,16.32653061,82.63888889,82.63888889,1,46,36.5,130.5,769.0384615,755.46875,1,1,0,1,1,0,0,,1,,0,0,1
KW1019,,0,1,1,1,6,80,0,9.2,12,0,1,0,4.769230769,5.461538462,4.692307692,4.384615385,6.153846154,4.615384615,4.272727273,4.583333333,5.166666667,5.076923077,4.25,4.538461538,4.615384615,5.818181818,4.444444444,3.4,4.071428571,4.563294483,4.66993007,5.012820513,4.854118104,190.5,102,223.5,60,39.58333333,6,4.081632653,54,36.73469388,39.58333333,6,54,4.081632653,36.73469388,60.41666667,60.41666667,1,190.5,102,223.5,969.9565217,869.2857143,1,3,0,1,1,1,,1,1,,1,1,1
KW1020,,0,1,1,1,,,1,9.4,12,0,1,0,4.692307692,4.428571429,4.727272727,4.222222222,6.181818182,2,4.454545455,3.909090909,3.7,3.384615385,6.166666667,5.285714286,6.1,5.4,4.777777778,5.8,5.142857143,5.472698413,4.322983683,4.375365375,5.390873016,55,58,-11,9,4.166666667,2,1.360544218,7,4.761904762,4.166666667,2,7,1.360544218,4.761904762,95.83333333,95.83333333,1,55,58,-11,885.8787879,802.7222222,3,3,1,1,0,1,1,,0,1,0,1,0
KW1022,,0,1,1,1,6,80,0,8.1,13,0,1,0,4.923076923,5.384615385,4.923076923,3.923076923,5.846153846,3.230769231,5.166666667,4.5,4.583333333,4.384615385,5.25,4.846153846,5.692307692,5.5,3.777777778,3.6,3.714285714,4.683247863,4.776923077,4.705128205,4.954059829,-24,-89,-25,78,52.08333333,75,51.02040816,3,2.040816327,,,,,,47.91666667,,0,,,,1452.588235,1463,1,3,0,1,1,1,,1,,,0,0,0
KW1026,,0,1,1,1,6,78,1,9.1,13,0,1,0,4.846153846,5.076923077,4.846153846,4.923076923,4.769230769,3.307692308,3.75,4,4.583333333,3.769230769,4.230769231,4.076923077,4.846153846,4.416666667,5,4,4.642857143,4.467948718,4.066666667,4.628205128,4.584935897,266.5,9,303,25,15.27777778,9,6.12244898,16,10.88435374,15.27777778,9,16,6.12244898,10.88435374,84.72222222,84.72222222,1,266.5,9,303,798.6,824.5666667,0,0,0,0,1,0,,0,,,1,0,1
KW1027,,0,1,1,1,6,80,0,9.8,12,1,1,1,4.153846154,4.384615385,4.461538462,2.846153846,5.692307692,5.384615385,5.666666667,4.583333333,3.916666667,3.769230769,4.923076923,5.153846154,4.923076923,5.333333333,4,4.6,4.214285714,4.802051282,4.571794872,4.487179487,4.852564103,117.5,100.5,-91.5,74,49.30555556,17,11.56462585,57,38.7755102,49.30555556,17,57,11.56462585,38.7755102,50.69444444,50.69444444,1,117.5,100.5,-91.5,1019.285714,978.2857143,3,3,1,1,0,1,,1,,,1,1,0
KW1028,,0,1,1,1,6,76,1,9.3,12,0,1,0,4.230769231,4.538461538,4.692307692,3.846153846,5.230769231,4.461538462,4.5,3.916666667,4,3.384615385,5.076923077,5.461538462,5.538461538,4.416666667,5,4.8,4.928571429,5.043333333,4.175641026,4.5,5.104166667,4,32.5,68,43,27.77777778,20,13.60544218,23,15.6462585,27.77777778,20,23,13.60544218,15.6462585,72.22222222,72.22222222,1,4,32.5,68,1039.285714,979.625,2,2,1,0,0,1,1,,,1,0,0,0
KW1029,,0,1,1,1,6,80,1,8,12,0,1,0,3.153846154,5.333333333,5.692307692,5,5.538461538,1.769230769,4.416666667,4.416666667,3.75,4.230769231,4.923076923,5.076923077,5.307692308,5.5,4.333333333,3.8,4.142857143,4.803589744,4.347435897,4.414529915,5.054487179,145,2.5,132,22,13.19444444,1,0.680272109,21,14.28571429,13.19444444,1,21,0.680272109,14.28571429,86.80555556,86.80555556,1,145,2.5,132,749.84375,767.9354839,3,3,1,1,0,1,,,0,1,1,0,1
KW1031,,0,1,1,1,6,80,1,8.9,,,,,4.923076923,4.769230769,5.230769231,4.769230769,4.461538462,3.461538462,4.166666667,4.083333333,4.083333333,3.833333333,4.846153846,3.538461538,4.076923077,4.166666667,4,4,4,3.956410256,4.202564103,4.602564103,3.945512821,33.5,50,168,28,17.36111111,7,4.761904762,21,14.28571429,17.36111111,7,21,4.761904762,14.28571429,82.63888889,82.63888889,1,33.5,50,168,814.6129032,828.6129032,0,0,0,0,1,0,0,,,0,0,1,1
KW1032,,0,1,1,1,6,81,1,9,12,1,1,1,4.461538462,5,5.333333333,4.384615385,5.272727273,2.846153846,4.166666667,2.916666667,3.083333333,3.307692308,5.076923077,5.166666667,5.384615385,3.666666667,4.666666667,4.8,4.714285714,4.736923077,3.71025641,4.54972805,4.721153846,34,89.5,9.5,17,9.722222222,0,0,17,11.56462585,9.722222222,0,17,0,11.56462585,90.27777778,90.27777778,1,34,89.5,9.5,781.9705882,699,2,0,1,0,0,0,,0,,,0,1,0
KW1033,,0,1,1,1,6,72,0,9.8,12,1,1,1,5.076923077,4.615384615,5.538461538,4.769230769,5.384615385,3.769230769,3.636363636,3.9,4.363636364,4.384615385,4.363636364,4.583333333,5.090909091,4.777777778,4.222222222,3.6,4,4.454848485,4.12965035,4.858974359,4.668560606,4,41,142.5,39,25,10,6.802721088,29,19.72789116,25,10,29,6.802721088,19.72789116,75,75,1,4,41,142.5,823.1153846,846,0,0,0,0,1,0,0,,1,,0,,1
KW1034,,0,1,1,1,6,82,0,9.1,11,1,0,0,4.615384615,4.846153846,4.615384615,4.076923077,4.615384615,2.538461538,4.583333333,4,4.416666667,3.384615385,4.769230769,5.153846154,5.076923077,5.166666667,4.75,4.6,4.692307692,4.949487179,4.230769231,4.217948718,5.036858974,33.5,10.5,64,45,29.16666667,24,16.32653061,21,14.28571429,29.16666667,24,21,16.32653061,14.28571429,70.83333333,70.83333333,1,33.5,10.5,64,1030.148148,1063.954545,2,2,1,0,0,1,,,0,1,0,0,0
KW1038,,0,1,1,1,,,0,8.9,12,1,1,1,5.166666667,5.538461538,5.076923077,4.538461538,4.923076923,3.615384615,3.818181818,3.5,3.666666667,4.538461538,4.083333333,4.692307692,5.846153846,4.583333333,4.666666667,3.6,4.285714286,4.677692308,3.921328671,4.80982906,4.947115385,121,-14.5,66.5,36,22.91666667,9,6.12244898,27,18.36734694,22.91666667,9,27,6.12244898,18.36734694,77.08333333,77.08333333,1,121,-14.5,66.5,957.0769231,892.6333333,0,2,0,0,1,1,,0,1,,1,0,0
KW1039,,0,1,1,1,6,75,1,8.2,14,1,0,0,5.153846154,4.538461538,5.461538462,4.769230769,5.384615385,2.769230769,3.333333333,4.416666667,4,4.923076923,4.230769231,3.923076923,4.461538462,4.75,2.888888889,3.4,3.071428571,3.884700855,4.180769231,4.679487179,4.005876068,-216,69.5,10,49,31.94444444,12,8.163265306,37,25.17006803,31.94444444,12,37,8.163265306,25.17006803,68.05555556,68.05555556,1,-216,69.5,10,1012.923077,941.5185185,0,0,0,0,1,0,0,,,0,0,1,0
KW1041,,0,1,1,2,6,83,1,8.3,15,1,0,0,4.384615385,4.769230769,4.538461538,5.153846154,5.461538462,3.538461538,3.333333333,4.333333333,4.916666667,4.230769231,3.769230769,4,5.153846154,4.083333333,4,4,4,4.247435897,4.116666667,4.641025641,4.309294872,155.5,-67,151,99,66.66666667,31,21.08843537,68,46.2585034,,,,,,33.33333333,,0,,,,994.2307692,1030.2,0,0,0,0,1,0,0,0,,0,1,0,1
KW1042,,0,1,1,2,7,85,1,8.8,12,0,1,0,4.583333333,4.384615385,5.692307692,5,4.615384615,3,4.833333333,3.416666667,5.166666667,5.083333333,5.230769231,4.461538462,5.230769231,4.75,5,4.4,4.785714286,4.768461538,4.746153846,4.545940171,4.860576923,-284.5,110.5,293,103,69.44444444,20,13.60544218,83,56.46258503,,,,,,30.55555556,,0,,,,1090.083333,1042,3,3,1,1,0,1,,1,,,0,1,1
KW1044,,0,1,1,2,6,76,0,9.4,12,0,1,0,4.538461538,4.923076923,5.230769231,3.615384615,5.384615385,3.461538462,4.25,3.545454545,2.916666667,3.461538462,5.307692308,5.153846154,5.333333333,4.75,3.888888889,4.2,4,4.665213675,3.896270396,4.525641026,4.781517094,191.5,234,229.5,76,50.69444444,10,6.802721088,66,44.89795918,,,,,,49.30555556,,0,,,,1053.526316,817,0,0,0,0,0,0,,0,,,1,1,1
KW1046,,0,1,1,2,,,1,9,11,0,0,0,5.615384615,4.615384615,6.307692308,5,5.769230769,3.230769231,5.272727273,4.5,5.083333333,4.615384615,4.076923077,5,5.692307692,5,4.222222222,3,3.785714286,4.582905983,4.70967366,5.08974359,4.978632479,130,50,217,12,6.25,2,1.360544218,10,6.802721088,6.25,2,10,1.360544218,6.802721088,93.75,93.75,1,130,50,217,759.4705882,732.1714286,1,3,0,1,1,1,,1,1,,1,1,1
KW1047,,0,1,1,2,6,77,1,8.8,6,1,0,0,2.692307692,4.923076923,3.307692308,3.384615385,5.153846154,6.076923077,5.166666667,2.75,3.25,2.846153846,6.384615385,6.384615385,5.846153846,5.25,4.888888889,4.4,4.714285714,5.353931624,4.079487179,4.256410256,5.59241453,89,-170.5,-8,25,15.27777778,4,2.721088435,21,14.28571429,15.27777778,4,21,2.721088435,14.28571429,84.72222222,84.72222222,1,89,-170.5,-8,808.8,956.9285714,2,2,1,0,0,1,1,0,0,1,1,0,0
KW1048,,0,1,1,2,6,76,0,8.1,11,0,0,0,4.333333333,4.692307692,4.153846154,4.538461538,5.916666667,4.923076923,4.916666667,5.25,4.166666667,4.923076923,4.153846154,4.384615385,4.461538462,4.166666667,3.777777778,3.8,3.785714286,4.118119658,4.682051282,4.759615385,4.197649573,155,69,112,9,4.166666667,3,2.040816327,6,4.081632653,4.166666667,3,6,2.040816327,4.081632653,95.83333333,95.83333333,1,155,69,112,870.2121212,838.1176471,1,1,0,1,1,0,0,1,,0,1,1,1
KW1049,,0,1,1,2,6,80,0,9.7,13,0,1,0,3.076923077,4.615384615,4.846153846,3,5.384615385,5.846153846,4.916666667,4.166666667,4.833333333,4.461538462,4,5.538461538,5.384615385,4.916666667,5.555555556,5.6,5.571428571,5.399059829,4.475641026,4.461538462,5.348824786,-25,17,-18,115,77.77777778,29,19.72789116,86,58.50340136,,,,,,22.22222222,,0,,,,1038.888889,985.6363636,3,3,1,1,0,1,1,,,1,0,0,0
KW1050,,0,1,1,2,6,78,1,9.1,12,1,1,1,4.307692308,4.461538462,3.692307692,3.615384615,5.692307692,4.230769231,5.416666667,3.5,3.583333333,3.153846154,5.692307692,5.230769231,5.230769231,5.083333333,4.444444444,4,4.285714286,4.797863248,4.269230769,4.333333333,4.99732906,47.5,57,338,17,9.722222222,10,6.802721088,7,4.761904762,9.722222222,10,7,6.802721088,4.761904762,90.27777778,90.27777778,1,47.5,57,338,919.2121212,936.030303,2,2,1,0,0,1,,,0,,0,1,1
KW1052,,0,1,1,2,7,85,0,9.2,11,0,0,0,4.615384615,4.769230769,4.846153846,4.769230769,5.384615385,4.461538462,5.666666667,4.916666667,5,5.307692308,3.461538462,4.076923077,5.153846154,5.083333333,4.888888889,4.2,4.642857143,4.680598291,4.870512821,4.807692308,4.800747863,-27,36,24.5,37,23.61111111,3,2.040816327,34,23.1292517,23.61111111,3,34,2.040816327,23.1292517,76.38888889,76.38888889,1,-27,36,24.5,877.0666667,796.4827586,1,1,0,1,1,0,,1,1,,0,0,0
KW1053,,0,1,1,2,6,75,1,8.1,12,1,1,1,4.538461538,3.769230769,5.416666667,4.076923077,4.615384615,4,4.5,5.083333333,4.5,4.769230769,3.846153846,3.461538462,4.461538462,4.666666667,3.555555556,3.6,3.571428571,3.949059829,4.53974359,4.402777778,4.036324786,-25,156.5,28,56,36.80555556,15,10.20408163,41,27.89115646,36.80555556,15,41,10.20408163,27.89115646,63.19444444,63.19444444,1,-25,156.5,28,828.3461538,735,1,1,0,1,0,0,0,1,0,0,0,1,0
KW1054,,0,1,1,2,6,78,1,8.3,,,,,5.5,5.272727273,5.5,5.818181818,5.454545455,2.416666667,4.909090909,3.4,3.727272727,4.909090909,4.8,3.545454545,3.909090909,5,2.75,4.8,3.538461538,4.000909091,4.349090909,4.993686869,3.801136364,26,57,61,36,22.91666667,5,3.401360544,31,21.08843537,22.91666667,5,31,3.401360544,21.08843537,77.08333333,77.08333333,1,26,57,61,1005.571429,886.6296296,1,1,0,1,1,0,0,,1,0,0,1,0
KW1055,,0,1,1,2,6,76,0,8.5,14,1,0,0,4.75,4.384615385,4.923076923,3.923076923,5.083333333,4.923076923,4.909090909,3.727272727,4.25,4.384615385,4.769230769,4.333333333,4.307692308,5.333333333,4.555555556,3,4,4.305982906,4.408041958,4.664529915,4.632478632,-161,2,100,72,47.91666667,30,20.40816327,42,28.57142857,47.91666667,30,42,20.40816327,28.57142857,52.08333333,52.08333333,1,-161,2,100,862.6428571,877.04,1,1,0,1,1,0,0,,,,0,0,1
KW1056,,0,1,1,2,,,1,9.2,11,1,0,0,3.666666667,4.166666667,4.384615385,4.769230769,5.307692308,3.076923077,4.181818182,3.363636364,4.727272727,4.153846154,5.230769231,5.153846154,5.769230769,5.833333333,4.666666667,3.8,4.357142857,5.044615385,4.331468531,4.228632479,5.355769231,-14.5,154.5,143,37,23.61111111,16,10.88435374,21,14.28571429,23.61111111,16,21,10.88435374,14.28571429,76.38888889,76.38888889,1,-14.5,154.5,143,1179.708333,1061.935484,3,3,1,1,0,1,1,,0,1,0,1,1
KW1057,,0,1,1,2,6,78,1,8,,,,,5,5.384615385,4.384615385,4.615384615,5.846153846,4.307692308,5.666666667,4.833333333,4.166666667,4.666666667,4.384615385,4.538461538,5.307692308,5.083333333,3.666666667,3.4,3.571428571,4.399230769,4.743589744,4.923076923,4.649038462,272.5,99.5,-99.5,85,56.94444444,3,2.040816327,82,55.78231293,,,,,,43.05555556,,0,,,,756.2857143,677.7777778,1,1,0,1,1,0,0,1,1,,1,1,0
KW1058,,0,1,1,2,6,79,0,9.6,12,1,1,1,4,4.846153846,4.923076923,3.846153846,4.538461538,3.384615385,3.916666667,4.083333333,4.583333333,4,5.153846154,5.307692308,5.615384615,4.916666667,4.555555556,3.8,4.285714286,4.839059829,4.347435897,4.256410256,5.098824786,65,-87.5,98.5,29,18.05555556,7,4.761904762,22,14.96598639,18.05555556,7,22,4.761904762,14.96598639,81.94444444,81.94444444,1,65,-87.5,98.5,937.5769231,1061.441176,3,3,1,1,0,1,,,0,1,1,0,1
KW1059,,0,1,1,2,7,86,0,9.7,13,1,1,1,4.666666667,4,5.333333333,4.454545455,6,4.083333333,4.5,4.545454545,4.909090909,4.692307692,4,4.846153846,4.833333333,6.2,4.666666667,4.4,4.571428571,4.989230769,4.529370629,4.756313131,5.136538462,24,29.5,154,48,31.25,20,13.60544218,28,19.04761905,31.25,20,28,13.60544218,19.04761905,68.75,68.75,1,24,29.5,154,885.0769231,866.25,3,3,1,1,1,1,1,,,1,0,0,1
KW1060,,0,1,1,2,6,79,0,9.1,12,1,1,1,4.2,4.692307692,3.846153846,3.615384615,5.384615385,4.384615385,4,3.916666667,4.5,4,4.153846154,4.692307692,5.076923077,4.272727273,4.222222222,3.6,4,4.372836053,4.114102564,4.353846154,4.566045066,23,-52.5,-3.5,60,39.58333333,3,2.040816327,57,38.7755102,39.58333333,3,57,2.040816327,38.7755102,60.41666667,60.41666667,1,23,-52.5,-3.5,797.5789474,804.625,0,0,0,0,0,0,0,0,0,,0,0,0
KW1061,,0,1,1,2,6,75,1,8.9,13,1,1,1,5.363636364,5.846153846,5.25,4.230769231,5,2.769230769,3.818181818,4.4,3.25,3.153846154,4.583333333,4.692307692,5.769230769,5.909090909,5,4,4.666666667,5.074125874,3.841072261,4.743298368,5.342657343,1,-17,208,27,16.66666667,4,2.721088435,23,15.6462585,16.66666667,4,23,2.721088435,15.6462585,83.33333333,83.33333333,1,1,-17,208,868.1612903,878.4814815,2,2,1,0,1,1,1,0,,1,0,0,1
KW1064,,0,1,1,2,6,76,1,8.6,12,1,1,1,4.384615385,4.615384615,6.076923077,4.769230769,5.307692308,4.076923077,4.333333333,3.090909091,4.583333333,4.076923077,4.846153846,3.833333333,4.615384615,4.666666667,4.111111111,4.6,4.285714286,4.365299145,4.186130536,4.871794872,4.306623932,45,13,41.5,29,18.05555556,11,7.482993197,18,12.24489796,18.05555556,11,18,7.482993197,12.24489796,81.94444444,81.94444444,1,45,13,41.5,957.2222222,897.4285714,0,0,0,0,1,0,0,,1,0,0,0,0
KW1066,,0,1,1,2,6,82,0,9.6,12,1,1,1,4.076923077,4.75,4.846153846,3.692307692,5.076923077,4.166666667,5.166666667,5.333333333,5,4.384615385,4.846153846,4.461538462,5.538461538,5.4,5.444444444,3.8,4.857142857,4.928888889,4.946153846,4.43482906,5.211111111,-61,49,58,21,12.5,2,1.360544218,19,12.92517007,12.5,2,19,1.360544218,12.92517007,87.5,87.5,1,-61,49,58,918.5757576,847.3870968,3,3,1,1,0,1,,1,,1,0,1,0
KW1067,,0,1,1,2,,,1,7.3,16,0,0,0,6.076923077,5.538461538,5.75,4.454545455,6.307692308,1.769230769,5.181818182,3.5,4.545454545,4.769230769,4.166666667,2.583333333,4.166666667,5.3,2.888888889,2.8,2.857142857,3.547777778,4.432634033,4.982808858,3.734722222,-44.5,152,525.5,43,27.77777778,16,10.88435374,27,18.36734694,27.77777778,16,27,10.88435374,18.36734694,72.22222222,72.22222222,1,-44.5,152,525.5,981.1923077,927.7692308,1,1,0,1,1,0,0,,1,0,0,1,1
KW1068,,0,1,1,2,7,85,0,9.7,12,0,1,0,5.583333333,5.230769231,6,4.461538462,5.153846154,3.833333333,3.416666667,3.25,3.583333333,4.230769231,5.153846154,4.769230769,5.583333333,4.083333333,4.666666667,3.2,4.142857143,4.460512821,3.926923077,5.043803419,4.775641026,80.5,38,-59,26,15.97222222,3,2.040816327,23,15.6462585,15.97222222,3,23,2.040816327,15.6462585,84.02777778,84.02777778,1,80.5,38,-59,1093.642857,1006.633333,0,0,0,0,1,0,,0,1,,1,0,0
KW1069,,0,1,1,2,6,81,0,9.8,15,1,0,0,5.153846154,5.538461538,4.538461538,3.307692308,6.230769231,5.307692308,5.75,2.818181818,3.75,4.307692308,4.615384615,5.384615385,5.538461538,6.166666667,5.777777778,4.6,5.357142857,5.493504274,4.248251748,5.012820513,5.716880342,133.5,-28.5,225,65,43.05555556,22,14.96598639,43,29.25170068,43.05555556,22,43,14.96598639,29.25170068,56.94444444,56.94444444,1,133.5,-28.5,225,1065.166667,1100.45,2,2,1,0,1,1,1,,1,1,1,0,1
KW1072,,0,1,1,2,6,79,1,10,10,0,0,0,4.076923077,5.153846154,3.692307692,4.538461538,5.076923077,1.692307692,4,4.636363636,3.272727273,3.416666667,5.307692308,5.416666667,5.692307692,5.272727273,5.555555556,4.2,5.071428571,5.227451437,4.126689977,4.038461538,5.484314297,108.5,-7.5,39.5,13,6.944444444,8,5.442176871,5,3.401360544,6.944444444,8,5,5.442176871,3.401360544,93.05555556,93.05555556,1,108.5,-7.5,39.5,1205.542857,1177.90625,2,2,1,0,0,1,1,,0,1,1,0,0
KW1073,,0,1,1,2,6,78,1,7.5,11,1,0,0,4.769230769,5.384615385,5.923076923,4.538461538,5.230769231,2.769230769,4.083333333,5.166666667,4.5,5.307692308,4.230769231,3.846153846,5.538461538,4.833333333,4,3,3.642857143,4.243589744,4.657692308,4.769230769,4.554487179,21,78,442,20,11.80555556,7,4.761904762,13,8.843537415,11.80555556,7,13,4.761904762,8.843537415,88.19444444,88.19444444,1,21,78,442,1001.714286,914.3939394,1,1,0,1,1,0,0,1,,0,0,1,1
KW1076,,0,1,1,3,6,82,0,9.5,12,1,1,1,5.25,4.3,5.545454545,4.454545455,6,4.454545455,3.454545455,3.9,5.083333333,4.833333333,4.818181818,5,5.818181818,4.818181818,4.5,5,4.666666667,5.027272727,4.417878788,5.000757576,5.034090909,24,94,3,29,18.05555556,4,2.721088435,25,17.00680272,18.05555556,4,25,2.721088435,17.00680272,81.94444444,81.94444444,1,24,94,3,934.3939394,842.9354839,3,3,1,1,1,1,1,,1,1,0,1,0
KW1077,,0,1,1,3,7,86,1,9.9,12,1,1,1,3.818181818,5.166666667,5.857142857,4.125,5.416666667,4,4,3.25,4.25,4.25,5.8,5.818181818,6.090909091,5,5.4,5.4,5.4,5.541818182,4.31,4.730609668,5.577272727,103,-44,133.5,8,3.472222222,0,0,8,5.442176871,3.472222222,0,8,0,5.442176871,96.52777778,96.52777778,1,103,-44,133.5,874.4444444,878.0294118,3,3,1,1,1,1,1,,,1,1,0,1
KW1078,,0,1,1,3,6,80,0,8.2,10,1,0,0,4.538461538,4.846153846,5.384615385,4.692307692,5.307692308,4,4.166666667,3.916666667,4.166666667,4.307692308,5.153846154,5.230769231,4.666666667,4.833333333,4.111111111,3.4,3.857142857,4.448376068,4.342307692,4.794871795,4.710470085,39.5,20,-1,23,13.88888889,11,7.482993197,12,8.163265306,13.88888889,11,12,7.482993197,8.163265306,86.11111111,86.11111111,1,39.5,20,-1,997.59375,949.2758621,1,1,0,1,1,0,0,,1,,0,0,0
